|input_text|target_text
137|source target factuality: Iraqi military authorities ordered all Americans and Britons in Kuwait to assemble at a hotel, officials said.|"Iraqi military authorities ordered all Americans and Britons in Kuwait to [assemble|unknown] at a hotel, officials [said|true]."
138|"source target factuality: ""Very few"" of the 2,500 Americans in occupied Kuwait complied with the order, a senior U.S. official told The Associated Press."|"""Very few"" of the 2,500 Americans in occupied Kuwait complied with the order, a senior U.S. official [told|true] The Associated Press."
139|source target factuality: Iraq said the roundup was to protect them from unspecified threats;|"Iraq said the [roundup|true][said|true] the roundup was to [protect|unknown] them from unspecified threats;"
140|"source target factuality: British Foreign Office minister William Waldegrave called the order ""grave and sinister."""|"British Foreign Office minister William Waldegrave [called|true] the order ""grave and sinister."""
141|"source target factuality: ""What we fear is that they will be interned somewhere, most likely in Iraq,"" Waldegrave said."|"""What we fear is that they will be interned somewhere, most likely in Iraq,"" Waldegrave [said|true]."
142|source target factuality: A total of about 3,000 Americans, 3,000 Britons and more than 450 Japanese are in Iraq and Kuwait.|"A total of about 3,000 Americans, 3,000 Britons and more than 450 Japanese are [in|true] Iraq and Kuwait."
143|source target factuality: Overall, more than 2 million foreigners are in both countries.|"Overall, more than 2 million foreigners are [in|true] both countries."
144|source target factuality: In addition to the estimated 45,000 Marines to ultimately be part of Operation Desert Shield, Stealth fighter planes and the aircraft carrier John F. Kennedy are also headed to Saudi Arabia to protect it from Iraqi expansionism.|"In addition to the estimated 45,000 Marines to ultimately be part of Operation Desert Shield, Stealth fighter planes and the aircraft carrier John F. Kennedy are also headed to Saudi Arabia to protect it from Iraqi [expansionism|unknown][headed|true] to Saudi Arabia to [protect|unknown] it from Iraqi expansionism."
145|source target factuality: In Washington, Pentagon spokesman Pete Williams said Iraq has continued to increase its armed forces in Kuwait and they now number about 160,000.|"In Washington, Pentagon spokesman Pete Williams [said|true] Iraq has continued to increase its armed forces in Kuwait and they now number about 160,000."
146|"source target factuality: Saddam has been under international quarantine since his Aug. 2 power-grab, or what he calls an ""eternal merger"" with Kuwait."|"Saddam has been [under|true] international quarantine since his Aug. 2 [power|true]-grab, or what he [calls|true] an ""eternal merger"" with Kuwait."
147|"source target factuality: In a long verbal attack read on Iraqi television Thursday, Saddam repeatedly called Bush ""a liar"" and said a shooting war could produce body bags courtesy of Baghdad."|"In a long verbal [attack|true] read on Iraqi television Thursday, Saddam repeatedly called Bush ""a liar"" and said a shooting [war|unknown][called|true] Bush ""a liar"" and [said|true] a shooting war could produce body bags courtesy of Baghdad."
148|"source target factuality: ""We continue to pray and pray hard to God so that there will be no confrontation whereby you will receive thousands of Americans wrapped in sad coffins after you had pushed them into a dark tunnel,"" Saddam said."|"""We continue to pray and pray hard to God so that there will be no [confrontation|unknown] whereby you will [receive|unknown] thousands of Americans [wrapped|unknown] in sad coffins after you had [pushed|unknown] them into a dark tunnel,"" Saddam [said|true]."
149|source target factuality: He called U.S. soldiers massing in Saudi Arabia the real occupiers in the Persian Gulf.|"He [called|true] U.S. soldiers [massing|true] in Saudi Arabia the real occupiers in the Persian Gulf."
150|"source target factuality: Replied State Department deputy spokesman Richard Boucher, ""We have n't really analyzed the statement in detail but it appears to be just another example of his outlandish rhetoric and his attempts to distort the truth."|"[Replied|true] State Department deputy spokesman Richard Boucher, ""We have n't really analyzed the statement in detail but it appears to be just another example of his outlandish rhetoric and his attempts to [distort|unknown] the truth."
151|source target factuality: An international land, sea and air force has mobilized since Iraq's invasion, which was sparked by disputes over oil, land and repayment of war loans.|"An international land, sea and air force has mobilized since Iraq's [invasion|true], which was sparked by [disputes|true][mobilized|true] since Iraq's invasion, which was [sparked|true] by disputes over oil, land and repayment of war loans."
152|source target factuality: In the largest U.S. military operation since Vietnam, an estimated 20,000 American GIs have already massed to defend Saudi Arabia.|"In the largest U.S. military [operation|true] since [Vietnam|true], an estimated 20,000 American GIs have already [massed|true] to [defend|unknown] Saudi Arabia."
153|"source target factuality: ""We do n't just arrive,"" said four-star Gen. John Dailey, assistant commandant of the U.S. Marine Corps."|"""We do n't just arrive,"" [said|true] four-star Gen. John Dailey, assistant commandant of the U.S. Marine Corps."
154|source target factuality: Egypt, Syria, Morocco and Bangladesh also committed ground troops, to a much lesser degree.|"Egypt, Syria, Morocco and Bangladesh also [committed|true] ground troops, to a much lesser degree."
155|source target factuality: The U.S. Navy has 27 ships in the maritime barricade of Iraq.|"The U.S. Navy [has|true] 27 ships in the maritime barricade of Iraq."
